Gene stable ID,Gene name,UniProtKB/Swiss-Prot ID
ENSG00000234972,TBC1D3C,
ENSG00000130751,NPAS1,Q99742
ENSG00000117360,PRPF3,O43395
ENSG00000198740,ZNF652,
ENSG00000254986,DPP3,
ENSG00000103266,STUB1,Q9UNE7
ENSG00000175471,MCTP1,Q6DN14
ENSG00000155158,TTC39B,
ENSG00000144045,DQX1,
ENSG00000130751,NPAS1,
ENSG00000155561,NUP205,
ENSG00000206286,VPS52,
ENSG00000162365,CYP4A22,Q5TCH4
ENSG00000254986,DPP3,Q9NY33
ENSG00000198740,ZNF652,Q9Y2D9
ENSG00000127125,PPCS,Q9HAB8
ENSG00000127125,PPCS,
ENSG00000174485,DENND4A,
ENSG00000198791,CNOT7,Q9UIV1
ENSG00000169194,IL13,P35225
ENSG00000198791,CNOT7,
ENSG00000117266,CDK18,Q07002
ENSG00000100823,APEX1,P27695
ENSG00000182944,EWSR1,
ENSG00000156650,KAT6B,Q8WYB5
ENSG00000111530,CAND1,Q86VP6
ENSG00000175471,MCTP1,
ENSG00000234972,TBC1D3C,Q6IPX1
ENSG00000167106,FAM102A,Q5T9C2
ENSG00000177575,CD163,Q86VB7
ENSG00000168958,MFF,
ENSG00000164823,OSGIN2,Q9Y236
ENSG00000111530,CAND1,
ENSG00000137871,ZNF280D,
ENSG00000117266,CDK18,
ENSG00000228896,SKIV2L,Q15477
ENSG00000154059,IMPACT,Q9P2X3
ENSG00000162366,PDZK1IP1,Q13113
ENSG00000130748,TMEM160,Q9NX00
ENSG00000119013,NDUFB3,
ENSG00000138439,FAM117B,Q6P1L5
ENSG00000160862,AZGP1,P25311
ENSG00000170379,FAM115C,A6NFQ2
ENSG00000151413,NUBPL,Q8TB37
ENSG00000160862,AZGP1,
ENSG00000144045,DQX1,Q8TE96
ENSG00000168060,NAALADL1,
ENSG00000154059,IMPACT,
ENSG00000169605,GKN1,Q9NS71
ENSG00000164823,OSGIN2,
ENSG00000170379,FAM115C,
ENSG00000119013,NDUFB3,O43676
ENSG00000103266,STUB1,
ENSG00000177575,CD163,
ENSG00000165192,ASB11,Q8WXH4
ENSG00000126091,ST3GAL3,
ENSG00000137628,DDX60,Q8IY21
ENSG00000167565,SERTAD3,Q9UJW9
ENSG00000100823,APEX1,
ENSG00000137628,DDX60,
ENSG00000170915,PAQR8,
ENSG00000152818,UTRN,
ENSG00000262039,RP11-81K2.1,
ENSG00000167565,SERTAD3,
ENSG00000101951,PAGE4,O60829
ENSG00000167183,PRR15L,Q9BU68
ENSG00000170915,PAQR8,Q8TEZ7
ENSG00000163510,CWC22,Q9HCG8
ENSG00000173714,WFIKKN2,
ENSG00000243137,PSG4,Q00888
ENSG00000163510,CWC22,
ENSG00000111799,COL12A1,
ENSG00000162367,TAL1,P17542
ENSG00000165192,ASB11,
ENSG00000242013,USP27X,A6NNY8
ENSG00000185294,SPPL2C,Q8IUH8
ENSG00000163637,PRICKLE2,Q7Z3G6
ENSG00000243137,PSG4,
ENSG00000168615,ADAM9,Q13443
ENSG00000173714,WFIKKN2,Q8TEU8
ENSG00000163637,PRICKLE2,
ENSG00000142449,FBN3,Q75N90
ENSG00000064989,CALCRL,Q16602
ENSG00000186092,OR4F5,Q8NH21
ENSG00000090013,BLVRB,
ENSG00000130749,ZC3H4,Q9UPT8
ENSG00000162367,TAL1,
ENSG00000138018,EPT1,
ENSG00000273171,CTB-96E2.2,
ENSG00000090013,BLVRB,P30043
ENSG00000237683,AL627309.1,
ENSG00000164556,FAM183B,Q6ZVS7
ENSG00000171169,NAIF1,Q69YI7
ENSG00000177311,ZBTB38,
ENSG00000002330,BAD,Q92934
ENSG00000130749,ZC3H4,
ENSG00000141232,TOB1,P50616
ENSG00000142449,FBN3,
ENSG00000064989,CALCRL,
ENSG00000235249,OR4F29,Q6IEY1
ENSG00000123411,IKZF4,Q9H2S9
ENSG00000219626,FAM228B,
ENSG00000165731,RET,P07949
ENSG00000185097,OR4F16,Q6IEY1
ENSG00000165731,RET,
ENSG00000168958,MFF,Q9GZY8
ENSG00000002330,BAD,
ENSG00000241837,ATP5O,
ENSG00000269831,AL669831.1,
ENSG00000146701,MDH2,
ENSG00000269308,AL645608.2,
ENSG00000186675,MAGEE2,Q8TD90
ENSG00000126088,UROD,P06132
ENSG00000159640,ACE,
ENSG00000123411,IKZF4,
ENSG00000138018,EPT1,Q9C0D9
ENSG00000177311,ZBTB38,Q8NAP3
ENSG00000145626,UGT3A1,Q6NUS8
ENSG00000096093,EFHC1,Q5JVL4
ENSG00000165195,PIGA,P37287
ENSG00000145626,UGT3A1,
ENSG00000095970,TREM2,Q9NZC2
ENSG00000164975,SNAPC3,Q92966
ENSG00000115598,IL1RL2,Q9HB29
ENSG00000206495,TRIM39,
ENSG00000126091,ST3GAL3,Q11203
ENSG00000117360,PRPF3,
ENSG00000102390,PBDC1,Q9BVG4
ENSG00000115598,IL1RL2,
ENSG00000186522,SEPT10,
ENSG00000102390,PBDC1,
ENSG00000106261,ZKSCAN1,P17029
ENSG00000214860,EVPLL,A8MZ36
ENSG00000198934,MAGEE1,Q9HCI5
ENSG00000126088,UROD,
ENSG00000186522,SEPT10,Q9P0V9
ENSG00000090060,PAPOLA,P51003
ENSG00000106261,ZKSCAN1,
ENSG00000138119,MYOF,
ENSG00000196468,FGF16,
ENSG00000163661,PTX3,P26022
ENSG00000187634,SAMD11,
ENSG00000073910,FRY,Q5TBA9
ENSG00000164975,SNAPC3,
ENSG00000130283,GDF1,P27539
ENSG00000073910,FRY,
ENSG00000090060,PAPOLA,
ENSG00000088280,ASAP3,Q8TDY4
ENSG00000168060,NAALADL1,Q9UQQ1
ENSG00000161999,JMJD8,Q96S16
ENSG00000206286,VPS52,Q8N1B4
ENSG00000112195,TREML2,Q5T2D2
ENSG00000112096,SOD2,P04179
ENSG00000103495,MAZ,P56270
ENSG00000198730,CTR9,Q6PD62
ENSG00000090263,MRPS33,Q9Y291
ENSG00000198730,CTR9,
ENSG00000241837,ATP5O,P48047
ENSG00000171365,CLCN5,P51795
ENSG00000257679,UGT2A3,
ENSG00000139572,GPR84,Q9NQS5
ENSG00000100056,DGCR14,Q96DF8
ENSG00000167740,CYB5D2,Q8WUJ1
ENSG00000186409,CCDC30,
ENSG00000171365,CLCN5,
ENSG00000039560,RAI14,Q9P0K7
ENSG00000039560,RAI14,
ENSG00000100056,DGCR14,
ENSG00000165195,PIGA,
ENSG00000103495,MAZ,
ENSG00000174485,DENND4A,Q7Z401
ENSG00000187634,SAMD11,Q96NU1
ENSG00000167740,CYB5D2,
ENSG00000090263,MRPS33,
ENSG00000198270,TMEM116,Q8NCL8
ENSG00000146701,MDH2,P40926
ENSG00000206495,TRIM39,Q9HCM9
ENSG00000205359,SLCO6A1,Q86UG4
ENSG00000189167,ZAR1L,A6NP61
ENSG00000186409,CCDC30,Q5VVM6
ENSG00000205359,SLCO6A1,
ENSG00000166912,MTMR10,Q9NXD2
ENSG00000112096,SOD2,
ENSG00000151470,C4orf33,Q8N1A6
ENSG00000151470,C4orf33,
ENSG00000115524,SF3B1,O75533
ENSG00000206203,TSSK2,Q96PF2
ENSG00000115524,SF3B1,
ENSG00000230907,FKBPL,Q9UIM3
ENSG00000161999,JMJD8,
ENSG00000096093,EFHC1,
ENSG00000174899,C3orf55,A1A4F0
ENSG00000243927,MRPS6,P82932
ENSG00000186868,MAPT,
ENSG00000063515,GSC2,O15499
ENSG00000182944,EWSR1,Q01844
ENSG00000174899,C3orf55,
ENSG00000174514,MFSD4,Q8N468
ENSG00000196924,FLNA,P21333
ENSG00000104320,NBN,O60934
ENSG00000272962,SLC5A3,
ENSG00000165197,FIGF,O43915
ENSG00000167085,PHB,P35232
ENSG00000198270,TMEM116,
ENSG00000174514,MFSD4,
ENSG00000256349,CTD-3074O7.11,
ENSG00000173264,GPR137,
ENSG00000142230,SAE1,
ENSG00000167085,PHB,
ENSG00000229544,NKX1-2,Q9UD57
ENSG00000261059,OBP2B,Q9NPH6
ENSG00000205174,C7orf66,A4D0T2
ENSG00000229544,NKX1-2,
ENSG00000269185,FLJ00325,
ENSG00000262022,ZNF100,Q8IYN0
ENSG00000146197,SCUBE3,Q8IX30
ENSG00000198743,SLC5A3,P53794
ENSG00000142230,SAE1,Q9UBE0
ENSG00000167371,PRRT2,
ENSG00000004139,SARM1,
ENSG00000130595,TNNT3,P45378
ENSG00000104320,NBN,
ENSG00000159197,KCNE2,Q9Y6J6
ENSG00000173264,GPR137,Q96N19
ENSG00000229071,PRRT1,Q99946
ENSG00000166912,MTMR10,
ENSG00000130595,TNNT3,
ENSG00000105048,TNNT1,P13805
ENSG00000132570,PCBD2,Q9H0N5
ENSG00000088280,ASAP3,
ENSG00000132570,PCBD2,
ENSG00000165752,STK32C,
ENSG00000183668,PSG9,
ENSG00000229071,PRRT1,
ENSG00000159640,ACE,P12821
ENSG00000161642,ZNF385A,Q96PM9
ENSG00000158711,ELK4,P28324
ENSG00000165752,STK32C,Q86UX6
ENSG00000105048,TNNT1,
ENSG00000184903,IMMP2L,Q96T52
ENSG00000148339,SLC25A25,Q6KCM7
ENSG00000088726,TMEM40,Q8WWA1
ENSG00000111799,COL12A1,Q99715
ENSG00000099204,ABLIM1,O14639
ENSG00000167371,PRRT2,Q7Z6L0
ENSG00000088726,TMEM40,
ENSG00000205670,SMIM11,P58511
ENSG00000127580,WDR24,Q96S15
ENSG00000205670,SMIM11,
ENSG00000184903,IMMP2L,
ENSG00000183668,PSG9,Q00887
ENSG00000155975,VPS37A,Q8NEZ2
ENSG00000111701,APOBEC1,P41238
ENSG00000161642,ZNF385A,
ENSG00000107902,LHPP,
ENSG00000155975,VPS37A,
ENSG00000115129,TP53I3,Q53FA7
ENSG00000222018,C21orf140,B9A014
ENSG00000243627,AP000322.53,A8MWV9
ENSG00000185928,PAGR1,Q9BTK6
ENSG00000111701,APOBEC1,
ENSG00000107902,LHPP,Q9H008
ENSG00000185928,PAGR1,
ENSG00000087842,PIR,O00625
ENSG00000139618,BRCA2,P51587
ENSG00000114346,ECT2,Q9H8V3
ENSG00000134489,HRH4,Q9H3N8
ENSG00000263136,PAGR1,
ENSG00000139618,BRCA2,
ENSG00000148339,SLC25A25,
ENSG00000164985,PSIP1,O75475
ENSG00000115129,TP53I3,
ENSG00000160460,SPTBN4,
ENSG00000123473,STIL,Q15468
ENSG00000188056,TREML4,Q6UXN2
ENSG00000186868,MAPT,P10636
ENSG00000179564,LSMEM2,Q8N112
ENSG00000180509,KCNE1,P15382
ENSG00000158715,SLC45A3,Q96JT2
ENSG00000100075,SLC25A1,P53007
ENSG00000126233,SLURP1,P55000
ENSG00000115602,IL1RL1,Q01638
ENSG00000188056,TREML4,
ENSG00000248369,RP11-62N21.1,
ENSG00000133640,LRRIQ1,
ENSG00000114346,ECT2,
ENSG00000115602,IL1RL1,
ENSG00000099204,ABLIM1,
ENSG00000127585,FBXL16,Q8N461
ENSG00000179477,ALOX12B,O75342
ENSG00000172289,OR10V1,Q8NGI7
ENSG00000115307,AUP1,Q9Y679
ENSG00000172179,PRL,P01236
ENSG00000123473,STIL,
ENSG00000164985,PSIP1,
ENSG00000127585,FBXL16,
ENSG00000258366,RTEL1,Q9NZ71
ENSG00000138119,MYOF,Q9NZM1
ENSG00000197353,LYPD2,Q6UXB3
ENSG00000079689,SCGN,O76038
ENSG00000197756,RPL37A,P61513
ENSG00000079689,SCGN,
ENSG00000146457,WTAP,Q15007
ENSG00000138650,PCDH10,Q9P2E7
ENSG00000160460,SPTBN4,Q9H254
ENSG00000101290,CDS2,O95674
ENSG00000135631,RAB11FIP5,Q9BXF6
ENSG00000100075,SLC25A1,
ENSG00000258366,RTEL1,
ENSG00000197756,RPL37A,
ENSG00000173114,LRRN3,Q9H3W5
ENSG00000115705,TPO,
ENSG00000185340,GAS2L1,
ENSG00000103260,METRN,Q9UJH8
ENSG00000006715,VPS41,P49754
ENSG00000267881,CEA,
ENSG00000180155,LYNX1,
ENSG00000013364,MVP,
ENSG00000103260,METRN,
ENSG00000174483,BBS1,
ENSG00000198795,ZNF521,Q96K83
ENSG00000006715,VPS41,
ENSG00000198795,ZNF521,
ENSG00000086548,CEACAM6,
ENSG00000139597,N4BP2L1,Q5TBK1
ENSG00000254535,PABPC4L,P0CB38
ENSG00000173267,SNCG,
ENSG00000254535,PABPC4L,
ENSG00000173114,LRRN3,
ENSG00000133640,LRRIQ1,Q96JM4
ENSG00000147081,AKAP4,Q5JQC9
ENSG00000180155,LYNX1,Q9BZG9
ENSG00000185340,GAS2L1,Q99501
ENSG00000214999,AC129492.6,A8MZ25
ENSG00000101290,CDS2,
ENSG00000171960,PPIH,O43447
ENSG00000232569,GABBR1,Q9UBS5
ENSG00000240303,ACAD11,Q709F0
ENSG00000069275,NUCKS1,Q9H1E3
ENSG00000173267,SNCG,O76070
ENSG00000148334,PTGES2,Q9H7Z7
ENSG00000171960,PPIH,
ENSG00000258539,RP11-12J10.3,
ENSG00000240303,ACAD11,
ENSG00000268313,AC119673.1,
ENSG00000086548,CEACAM6,P40199
ENSG00000085224,ATRX,P46100
ENSG00000105669,COPE,O14579
ENSG00000139597,N4BP2L1,
ENSG00000147081,AKAP4,
ENSG00000178202,KDELC2,Q7Z4H8
ENSG00000141337,ARSG,Q96EG1
ENSG00000100276,RASL10A,Q92737
ENSG00000141337,ARSG,
ENSG00000102010,BMX,P51813
ENSG00000101292,PROKR2,Q8NFJ6
ENSG00000013364,MVP,Q14764
ENSG00000103254,FAM173A,Q9BQD7
ENSG00000164244,PRRC1,Q96M27
ENSG00000181381,DDX60L,Q5H9U9
ENSG00000103254,FAM173A,
ENSG00000178202,KDELC2,
ENSG00000169826,CSGALNACT2,Q8N6G5
ENSG00000003436,TFPI,P10646
ENSG00000105669,COPE,
ENSG00000159200,RCAN1,P53805
ENSG00000258474,RP11-187E13.1,
ENSG00000258386,RP11-187E13.2,
ENSG00000181381,DDX60L,
ENSG00000164418,GRIK2,Q13002
ENSG00000003436,TFPI,
ENSG00000241394,HLA-DMA,
ENSG00000073598,FNDC8,Q8TC99
ENSG00000166900,STX3,Q13277
ENSG00000085224,ATRX,
ENSG00000162368,CMPK1,P30085
ENSG00000148334,PTGES2,
ENSG00000189319,FAM53B,Q14153
ENSG00000171916,LGALS9C,
ENSG00000189184,PCDH18,Q9HCL0
ENSG00000166900,STX3,
ENSG00000111450,STX2,P32856
ENSG00000164418,GRIK2,
ENSG00000162368,CMPK1,
ENSG00000234798,DXO,O77932
ENSG00000163125,RPRD2,Q5VT52
ENSG00000159200,RCAN1,
ENSG00000112273,HDGFL1,Q5TGJ6
ENSG00000108465,CDK5RAP3,
ENSG00000255284,AP006621.5,
ENSG00000182450,KCNK4,
ENSG00000174483,BBS1,Q8NFJ9
ENSG00000232850,AL590708.2,Q8N1Y9
ENSG00000170956,CEACAM3,P40198
ENSG00000111450,STX2,
ENSG00000268193,AC002985.3,
ENSG00000268358,EPB41L4A-AS2,
ENSG00000065029,ZNF76,
ENSG00000146670,CDCA5,
ENSG00000261115,TMEM178B,H3BS89
ENSG00000204936,CD177,
ENSG00000119801,YPEL5,P62699
ENSG00000131732,ZCCHC9,Q8N567
ENSG00000186790,FOXE3,Q13461
ENSG00000222040,ADRA2B,P18089
ENSG00000189184,PCDH18,
ENSG00000026036,RTEL1-TNFRSF6B,
ENSG00000214706,IFRD2,Q12894
ENSG00000188716,DUPD1,Q68J44
ENSG00000110321,EIF4G2,
ENSG00000214706,IFRD2,
ENSG00000186564,FOXD2,O60548
ENSG00000170956,CEACAM3,
ENSG00000196628,TCF4,P15884
ENSG00000111707,SUDS3,Q9H7L9
ENSG00000117280,RAB7L1,O14966
ENSG00000182450,KCNK4,Q9NYG8
ENSG00000100852,ARHGAP5,
ENSG00000125772,GPCPD1,
ENSG00000148671,ADIRF,Q15847
ENSG00000140262,TCF12,Q99081
ENSG00000168671,UGT3A2,Q3SY77
ENSG00000148671,ADIRF,
ENSG00000249948,GBA3,
ENSG00000117280,RAB7L1,
ENSG00000168955,TM4SF20,Q53R12
ENSG00000184524,CEND1,Q8N111
ENSG00000168955,TM4SF20,
ENSG00000120437,ACAT2,Q9BWD1
ENSG00000110321,EIF4G2,P78344
ENSG00000111707,SUDS3,
ENSG00000269113,TRABD2B,A6NFA1
ENSG00000168779,SHOX2,
ENSG00000257707,AL662890.2,
ENSG00000168671,UGT3A2,
ENSG00000146670,CDCA5,Q96FF9
ENSG00000258264,CR753651.1,
ENSG00000273395,FLJ00388,
ENSG00000115457,IGFBP2,
ENSG00000269709,AL109659.1,
ENSG00000171916,LGALS9C,Q6DKI2
ENSG00000204936,CD177,Q8N6Q3
ENSG00000163125,RPRD2,
ENSG00000163638,ADAMTS9,Q9P2N4
ENSG00000168779,SHOX2,O60902
ENSG00000164508,HIST1H2AA,Q96QV6
ENSG00000144785,RP11-977G19.10,
ENSG00000158290,CUL4B,Q13620
ENSG00000120437,ACAT2,
ENSG00000242726,RPP21,
ENSG00000003402,CFLAR,O15519
ENSG00000140262,TCF12,
ENSG00000111596,CNOT2,
ENSG00000213626,LBH,Q53QV2
ENSG00000100852,ARHGAP5,Q13017
ENSG00000244754,N4BP2L2,
ENSG00000213626,LBH,
ENSG00000003987,MTMR7,Q9Y216
ENSG00000158290,CUL4B,
ENSG00000110723,EXPH5,Q8NEV8
ENSG00000146047,HIST1H2BA,Q96A08
ENSG00000166902,MRPL16,Q9NX20
ENSG00000163638,ADAMTS9,
ENSG00000115705,TPO,P07202
ENSG00000271321,CTAGE6,Q86UF2
ENSG00000243509,TNFRSF6B,O95407
ENSG00000196628,TCF4,
ENSG00000115457,IGFBP2,P18065
ENSG00000166902,MRPL16,
ENSG00000107643,MAPK8,
ENSG00000162004,CCDC78,
ENSG00000110723,EXPH5,
ENSG00000065029,ZNF76,P36508
ENSG00000003987,MTMR7,
ENSG00000235178,ZNF311,Q5JNZ3
ENSG00000244754,N4BP2L2,Q92802
ENSG00000159212,CLIC6,Q96NY7
ENSG00000179148,ALOXE3,
ENSG00000188517,COL25A1,
ENSG00000152954,NRSN1,Q8IZ57
ENSG00000090661,CERS4,
ENSG00000184344,GDF3,Q9NR23
ENSG00000164989,CCDC171,Q6TFL3
ENSG00000152954,NRSN1,
ENSG00000179148,ALOXE3,Q9BYJ1
ENSG00000164989,CCDC171,
ENSG00000268179,AL645608.1,
ENSG00000137700,SLC37A4,
ENSG00000003402,CFLAR,
ENSG00000242726,RPP21,Q9H633
ENSG00000079393,DUSP13,Q9UII6
ENSG00000163596,ICA1L,Q8NDH6
ENSG00000187569,DPPA3,Q6W0C5
ENSG00000185128,TBC1D3F,A6NER0
ENSG00000113360,DROSHA,Q9NRR4
ENSG00000183103,LYPD4,Q6UWN0
ENSG00000106012,IQCE,Q6IPM2
ENSG00000150093,ITGB1,P05556
ENSG00000106012,IQCE,
ENSG00000148346,LCN2,P80188
ENSG00000163596,ICA1L,
ENSG00000185128,TBC1D3F,
ENSG00000134812,GIF,P27352
ENSG00000150093,ITGB1,
ENSG00000219435,TEX40,
ENSG00000071967,CYBRD1,Q53TN4
ENSG00000188517,COL25A1,Q9BXS0
ENSG00000105327,BBC3,Q96PG8
ENSG00000196510,ANAPC7,Q9UJX3
ENSG00000125772,GPCPD1,Q9NPB8
ENSG00000188100,FAM25A,B3EWG3
ENSG00000156453,PCDH1,
ENSG00000162300,ZFPL1,
ENSG00000134812,GIF,
ENSG00000134982,APC,
ENSG00000105671,DDX49,Q9Y6V7
ENSG00000196510,ANAPC7,
ENSG00000243317,C7orf73,E0CX11
ENSG00000006530,AGK,Q53H12
ENSG00000219435,TEX40,Q9NTU4
ENSG00000105327,BBC3,Q9BXH1
ENSG00000006530,AGK,
ENSG00000043093,DCUN1D1,Q96GG9
ENSG00000079393,DUSP13,Q6B8I1
ENSG00000079393,DUSP13,
ENSG00000198420,FAM115A,Q9Y4C2
ENSG00000043093,DCUN1D1,
ENSG00000156453,PCDH1,Q08174
ENSG00000105671,DDX49,
ENSG00000146039,SLC17A4,Q9Y2C5
ENSG00000206256,PPT2,
ENSG00000101246,ARFRP1,Q13795
ENSG00000205549,C9orf92,A6NGG3
ENSG00000146039,SLC17A4,
ENSG00000104325,DECR1,
ENSG00000150995,ITPR1,Q14643
ENSG00000167656,LY6D,Q14210
ENSG00000071967,CYBRD1,
ENSG00000205549,C9orf92,
ENSG00000117834,SLC5A9,
ENSG00000130234,ACE2,Q9BYF1
ENSG00000090661,CERS4,Q9HA82
ENSG00000101246,ARFRP1,
ENSG00000142025,DMRTC2,Q8IXT2
ENSG00000142025,DMRTC2,
ENSG00000148346,LCN2,
ENSG00000166886,NAB2,Q15742
ENSG00000162300,ZFPL1,O95159
ENSG00000133065,SLC41A1,Q8IVJ1
ENSG00000226898,UBD,
ENSG00000104499,GML,
ENSG00000198420,FAM115A,
ENSG00000159216,RUNX1,Q01196
ENSG00000111596,CNOT2,Q9NZN8
ENSG00000151012,SLC7A11,Q9UPY5
ENSG00000103769,RAB11A,
ENSG00000104499,GML,Q99445
ENSG00000224319,OR2H2,O95918
ENSG00000138078,PREPL,Q4J6C6
ENSG00000151012,SLC7A11,
ENSG00000108465,CDK5RAP3,Q96JB5
ENSG00000139644,TMBIM6,
ENSG00000177679,SRRM3,A6NNA2
ENSG00000147082,CCNB3,Q8WWL7
ENSG00000134827,TCN1,P20061
ENSG00000184009,ACTG1,P63261
ENSG00000107643,MAPK8,P45983
ENSG00000141380,SS18,Q15532
ENSG00000120438,TCP1,P17987
ENSG00000147003,TMEM27,Q9HBJ8
ENSG00000162415,ZSWIM5,Q9P217
ENSG00000177679,SRRM3,
ENSG00000113360,DROSHA,
ENSG00000256062,ABO,P16442
ENSG00000173744,AGFG1,
ENSG00000171159,C9orf16,Q9BUW7
ENSG00000105321,CCDC9,Q9Y3X0
ENSG00000162004,CCDC78,A2IDD5
ENSG00000105321,CCDC9,
ENSG00000120438,TCP1,
ENSG00000186603,HPDL,Q96IR7
ENSG00000109819,PPARGC1A,Q9UBK2
ENSG00000257727,CNPY2,
ENSG00000167775,CD320,
ENSG00000173153,ESRRA,P11474
ENSG00000104325,DECR1,Q16698
ENSG00000159216,RUNX1,
ENSG00000132341,RAN,P62826
ENSG00000103769,RAB11A,P62491
ENSG00000169239,CA5B,
ENSG00000173744,AGFG1,P52594
ENSG00000115109,EPB41L5,Q9HCM4
ENSG00000160882,CYP11B1,
ENSG00000117834,SLC5A9,Q2M3M2
ENSG00000257704,PRR24,C9JVW0
ENSG00000141380,SS18,
ENSG00000214013,GANC,
ENSG00000109819,PPARGC1A,
ENSG00000188976,NOC2L,Q9Y3T9
ENSG00000197405,C5AR1,
ENSG00000132341,RAN,
ENSG00000173153,ESRRA,
ENSG00000197405,C5AR1,P21730
ENSG00000113520,IL4,P05112
ENSG00000258881,AC007040.11,
ENSG00000172954,LCLAT1,
ENSG00000184009,ACTG1,
ENSG00000093183,SEC22C,
ENSG00000169239,CA5B,Q9Y2D0
ENSG00000167775,CD320,Q9NPF0
ENSG00000206256,PPT2,Q9UMR5
ENSG00000134830,C5AR2,Q9P296
ENSG00000152705,CATSPER3,Q86XQ3
ENSG00000269291,AC010877.1,
ENSG00000065978,YBX1,P67809
ENSG00000065978,YBX1,
ENSG00000178105,DDX10,Q13206
ENSG00000179941,BBS10,Q8TAM1
ENSG00000119922,IFIT2,P09913
ENSG00000178105,DDX10,
ENSG00000230678,BRD2,
ENSG00000172954,LCLAT1,Q6UWP7
ENSG00000154620,TMSB4Y,O14604
ENSG00000138078,PREPL,
ENSG00000257727,CNPY2,Q9Y2B0
ENSG00000160882,CYP11B1,P15538
ENSG00000100280,AP1B1,Q10567
ENSG00000170298,LGALS9B,Q3B8N2
ENSG00000169249,ZRSR2,
ENSG00000187066,TMEM262,
ENSG00000124635,HIST1H2BJ,P06899
ENSG00000164707,SLC13A4,Q9UKG4
ENSG00000267812,FKSG68,
ENSG00000124635,HIST1H2BJ,
ENSG00000268098,AP000688.1,
ENSG00000073536,NLE1,Q9NVX2
ENSG00000198178,CLEC4C,Q8WTT0
ENSG00000093183,SEC22C,Q9BRL7
ENSG00000170298,LGALS9B,
ENSG00000100280,AP1B1,
ENSG00000141096,DPEP3,Q9H4B8
ENSG00000169249,ZRSR2,Q15696
ENSG00000173068,BNC2,Q6ZN30
ENSG00000198178,CLEC4C,
ENSG00000180537,RNF182,
ENSG00000164707,SLC13A4,
ENSG00000162877,PM20D1,Q6GTS8
ENSG00000006534,ALDH3B1,
ENSG00000001561,ENPP4,Q9Y6X5
ENSG00000105372,RPS19,P39019
ENSG00000173068,BNC2,
ENSG00000144031,ANKRD53,Q8N9V6
ENSG00000177542,SLC25A22,Q9H936
ENSG00000148985,PGAP2,
ENSG00000180537,RNF182,Q8N6D2
ENSG00000007968,E2F2,Q14209
ENSG00000205857,NANOGNB,Q7Z5D8
ENSG00000129991,TNNI3,P19429
ENSG00000105372,RPS19,
ENSG00000144031,ANKRD53,
ENSG00000177542,SLC25A22,
ENSG00000196787,HIST1H2AG,P0C0S8
ENSG00000129991,TNNI3,
ENSG00000139644,TMBIM6,P55061
ENSG00000198915,RASGEF1A,Q8N9B8
ENSG00000134982,APC,P25054
ENSG00000197903,HIST1H2BK,O60814
ENSG00000128250,RFPL1,O75677
ENSG00000167536,DHRS13,Q6UX07
ENSG00000261306,SURF6,O75683
ENSG00000112110,MRPL18,Q9H0U6
ENSG00000137203,TFAP2A,
ENSG00000173113,TRMT112,
ENSG00000150995,ITPR1,
ENSG00000179142,CYP11B2,P19099
ENSG00000145730,PAM,
ENSG00000232119,MCTS1,Q9ULC4
ENSG00000103253,HAGHL,Q6PII5
ENSG00000167536,DHRS13,
ENSG00000117318,ID3,Q02535
ENSG00000198915,RASGEF1A,
ENSG00000213722,DDAH2,
ENSG00000214788,OOSP1,A8MZH6
ENSG00000151014,CCRN4L,Q9UK39
ENSG00000165782,TMEM55B,Q86T03
ENSG00000187961,KLHL17,Q6TDP4
ENSG00000165782,TMEM55B,
ENSG00000100285,NEFH,P12036
ENSG00000128849,CGNL1,Q0VF96
ENSG00000173113,TRMT112,Q9UI30
ENSG00000197728,RPS26,P62854
ENSG00000187961,KLHL17,
ENSG00000197114,ZGPAT,Q8N5A5
ENSG00000152818,UTRN,P46939
ENSG00000185742,C11orf87,Q6NUJ2
ENSG00000106211,HSPB1,P04792
ENSG00000198339,HIST1H4I,P62805
ENSG00000006534,ALDH3B1,P43353
ENSG00000112796,ENPP5,Q9UJA9
ENSG00000136457,CHAD,
ENSG00000106211,HSPB1,
ENSG00000083642,PDS5B,Q9NTI5
ENSG00000149823,VPS51,
ENSG00000149507,OOSP2,Q86WS3
ENSG00000180318,ALX1,Q15699
ENSG00000182287,AP1S2,P56377
ENSG00000197880,MDS2,Q8NDY4
ENSG00000213722,DDAH2,O95865
ENSG00000129864,VCY,O14598
ENSG00000182287,AP1S2,
ENSG00000003989,SLC7A2,P52569
ENSG00000139405,RITA1,Q96K30
ENSG00000115461,IGFBP5,P24593
ENSG00000136457,CHAD,O15335
ENSG00000235978,AC018816.3,
ENSG00000184825,HIST1H2AH,Q96KK5
ENSG00000146453,PNLDC1,
ENSG00000115461,IGFBP5,
ENSG00000103253,HAGHL,
ENSG00000198774,RASSF9,O75901
ENSG00000197140,ADAM32,
ENSG00000124731,TREM1,
ENSG00000129116,PALLD,Q8WX93
ENSG00000188886,ASTL,Q6HA08
ENSG00000197114,ZGPAT,
ENSG00000185722,ANKFY1,Q9P2R3
ENSG00000099256,PRTFDC1,Q9NRG1
ENSG00000083642,PDS5B,
ENSG00000214513,NOTO,A8MTQ0
ENSG00000163915,C3orf65,
ENSG00000129116,PALLD,
ENSG00000164187,LMBRD2,Q68DH5
