gene,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228
HSPA1B,0.0,0.0,0.016275797,0.0,0.0,0.027349584,0.013039963,0.012248844,0.009935757,0.014986546,0.0,0.01183504,0.014357866,0.011102841,0.01794723,0.010485244,0.0,0.0,0.011081489,0.007566181,0.0,0.014987626,0.059891313,0.015508733,0.005230932,0.016322151,0.006899392,0.011278256,0.013671886,0.0,0.030447032,0.0,0.0,0.043631464,0.011753954,0.018572126,0.0,0.0,0.0,0.012984015,0.012296143,0.010415916,0.001977313,0.014736128,0.0,0.011100409,0.014909785,0.018681861,0.004567927,0.013104021,0.014785185,0.0,0.014223806,0.019271079,0.0,0.020825481,0.014403273,0.010769041,0.018499149,0.007005884,0.009378703,0.009706017,0.0,0.007366712,0.012678054,0.007807815,0.0,0.008739618,0.0,0.005497972,0.011123383,0.0,0.0,0.010341452,0.0,0.0,0.0,0.011535835,0.006469912,0.012342362,0.021065356,0.011886259,0.0,0.0,0.040969171,1.0,0.0,0.038712304,0.00858434,0.0,0.0,0.0,0.022394747,0.010306315,0.006100975,0.014112583,0.0,0.010692281,0.027495537,0.013737295,0.008019717,0.013710132,0.008827595,0.0,0.0,0.010879857,0.029179404,0.012241276,0.015643334,0.0,0.0,0.008189726,0.028016778,0.015940242,0.01042893,0.015731717,0.0,0.018399956,0.012987393,0.018890791,0.012057753,0.007790517,0.010844045,0.0,0.020990083,0.014999113,0.0,0.015855236,0.015176284,0.016140791,0.072162591,0.013194296,0.01514277,0.023035858,0.011332448,0.0,0.012005048,0.007014533,0.0,0.003194076,0.013651885,0.005689603,0.014370569,0.0,0.048457105,0.012851035,0.016284717,0.0,0.01973029,0.010022653,0.012656431,0.0,0.0,0.010280909,0.0,0.0,0.0,0.033349879,0.0,0.01436692,0.009449247,0.0,0.102116361,0.009625201,0.008322434,0.019293377,0.012603185,0.00678317,0.0,0.013623911,0.011908827,0.014109205,0.0,0.0056869,0.0,0.016157413,0.022291498,0.011455561,0.0,0.01727828,0.021637952,0.011619354,0.010359021,0.017925067,0.029179404,0.007480907,0.160456106,0.016688116,0.012939688,0.0,0.0,0.0,0.012371012,0.02523029,0.0,0.0,0.0,0.006708302,0.016254986,0.01088175,0.014169478,0.016342288,0.009720611,0.011641111,0.0,0.038238361,0.014080149,0.010145498,0.007742271,0.015202502,0.037933886,0.01241723,0.012864009,0.0,0.02134064,0.019897327,0.013201864,0.0,0.01224614,0.012107215,0.016357424,0.0,0.028552346,0.01743572,0.0,0.04300981,0.009993868,0.024290921
TROVE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032235075,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296590269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02364363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104331948,0.0,0.0,0.0,0.0,0.0,0.15027836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0835132,0.098327175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072156921,0.08490552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026019145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494341999,0.132818326,0.0,0.0,0.0,0.0,0.0,0.04651456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059903223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRAS,0.045629963,0.0,0.064948253,0.0,0.040643945,0.084070161,0.096917167,0.060531072,0.076709941,0.062540665,0.049147081,0.049170647,0.049115006,0.034907766,0.053227145,0.018635942,0.0,0.164087355,0.052312028,0.063568376,0.045673165,0.0299224,0.078767322,0.023231171,0.023366017,0.05118417,0.05673968,0.074490882,0.050646748,0.447996557,0.078668475,0.063364141,0.097171143,0.056075927,0.086244717,0.100106329,0.0,0.05834081,0.090163097,0.066283621,0.089670844,0.059551805,0.03877895,0.119080961,0.0,0.0,0.111186594,0.076656267,0.105346985,0.076126046,0.107586995,0.115761526,0.105548598,0.108428143,0.075307809,0.123671606,0.127705202,0.189066544,0.071145922,0.090440638,0.118617512,0.101776846,0.06858778,0.071423464,0.077875771,0.130965054,0.330183268,0.092613228,0.0,0.0,0.145817071,0.074157037,0.136934921,0.105606861,0.081610866,0.089817472,0.187469348,0.0,0.102431439,0.06340865,0.047525659,0.087088481,0.094578966,0.140508994,0.051962476,0.092149124,0.0,0.0930086,0.140594095,0.03139523,0.0,0.129302397,0.07804662,0.113123529,0.0,0.095724501,0.037058748,0.095274799,0.081424303,0.078122549,0.041257296,0.077377625,0.108962946,0.0,0.0,0.0,1.0,0.029177476,0.104659669,0.0,0.052682526,0.0,0.061341457,0.118290216,0.162701592,0.08427047,0.093210869,0.0,0.06442,0.073745951,0.089544505,0.12798667,0.052205984,0.108135544,0.041533533,0.089024104,0.0,0.0,0.084317595,0.079977006,0.0,0.102190547,0.056696478,0.089905187,0.080285974,0.043472432,0.087889045,0.105540745,0.137668073,0.121528476,0.075974181,0.070639923,0.046666835,0.0,0.097438216,0.124995187,0.0,0.055455375,0.046389289,0.105814368,0.057885215,0.0,0.0,0.082599953,0.15665251,0.0,0.106941573,0.0,0.0,0.142525136,0.029994404,0.091286376,0.0,0.003598548,0.0,0.072701231,0.00527129,0.075429559,0.0,0.10131143,0.226116404,0.220905855,0.0,0.072320253,0.0,0.094330221,0.063708454,0.047937397,0.012084796,0.045987371,0.0,0.07543087,0.0,0.152527288,0.033167601,0.070761673,0.0,0.100430354,0.071580566,0.0,0.0,0.0,0.062009137,0.1587459,0.0,0.080471873,0.063556589,0.0,0.150079116,0.086154379,0.02526564,0.0,0.060128499,0.080676764,0.037405029,0.0,0.128984272,0.130931675,0.183423981,0.13175188,0.014920484,0.166614085,0.059471291,0.0,0.0,0.0,0.129386187,0.0,0.199072629,0.196790725,0.171811536,0.0,0.0,0.115661375,0.0,0.10846284,0.143153548,0.107630856
HLA-C,0.032481432,0.089380048,0.0,0.820690453,0.050068401,0.032086458,0.024423135,0.034503758,0.070561953,0.069568194,0.043545682,0.129703164,0.037823033,0.034009095,0.047547296,0.090456091,0.029572951,0.088943303,0.060250934,0.061752331,0.066050172,0.161892682,0.038741786,0.189369753,0.016060384,0.044956882,0.081607223,0.019405611,0.052942704,0.013746258,0.012345503,0.0279918,0.038079385,0.164924592,0.066548951,0.123477943,0.02953244,0.048721451,0.057763375,0.028192449,0.087851435,0.084770784,0.0664616,0.055397347,0.137162685,0.041663874,0.078594297,0.097925097,0.05970658,0.03387459,0.055007439,0.064213306,0.115774743,0.169149637,0.087019078,0.118686393,0.161304012,0.060909219,0.085677192,0.083645374,0.069872022,0.077828407,0.027530367,0.063016996,0.132165417,0.0,0.173513934,0.096504085,0.0,0.0,0.070963889,0.0,0.083240271,0.086034819,0.060292076,0.065615326,0.101843156,0.064120576,0.111103453,0.076037116,0.107840508,0.063956954,0.044952136,0.042323425,0.093684532,0.081246428,0.088367298,0.090671301,0.102605879,1.0,0.0,0.0,0.11100851,0.040091585,0.058193792,0.125791445,0.221410513,0.122205682,0.163139626,0.118240148,0.061548512,0.0,0.105602972,0.076859973,0.0,0.050758969,0.007215944,0.430552125,0.161398962,0.0,0.178356141,0.105849832,0.124474868,0.093905754,0.101678587,0.091639735,0.0,0.0,0.09171886,0.127604887,0.096064173,0.053921584,0.066067576,0.116249472,0.11987637,0.090962462,0.0,0.056686066,0.133618072,0.095367908,0.0,0.145207688,0.107868992,0.138175428,0.13904576,0.182748914,0.116515316,0.07138481,0.033237826,0.0,0.094683357,0.071841501,0.084487215,0.036358349,0.027975027,0.163348496,0.118901603,0.0,0.076739706,0.092120789,0.093127206,0.0,0.0,0.083316229,0.118749686,0.0,0.0,0.0,0.022264719,0.075242743,0.066226132,0.040185899,0.0,0.0,0.041161932,0.076315619,0.079037376,0.164392889,0.00646208,0.142710626,0.151154399,0.244260594,0.144321531,0.035159826,0.0,0.088487566,0.13014625,0.079815924,0.150492951,0.061785877,0.087930553,0.115334831,0.0,0.086278513,0.25172326,0.069724537,0.0,0.082002826,0.118442699,0.0,0.055570148,0.0,0.100919023,0.180672795,0.150945529,0.076774523,0.057611145,0.100963332,0.115477249,0.079220936,0.072620995,0.0,0.100260742,0.110631891,0.0771005,0.091835953,0.182384968,0.18376483,0.279997885,0.081952184,0.0,0.127358034,0.075300343,0.134823874,0.085879743,0.157360643,0.13478905,0.075663663,0.173890561,0.140574366,0.314127415,0.262141883,0.143359423,0.112908043,0.0,0.201541692,0.135102376,0.127937198
HIST1H1E,0.029626356,0.000236979,0.055269983,0.0380807,0.060630832,0.074468039,0.100233808,0.045529276,0.06397026,0.220077932,0.306896418,0.150431111,0.103705555,0.060716942,0.062572762,0.104684912,0.030067615,0.001054523,0.07648176,0.114987358,0.076487266,9.49e-05,0.149380237,0.787183464,0.088079937,0.446346819,0.108096138,0.11336153,0.205871806,0.0,0.0,0.127303541,0.075496912,0.084800757,0.391354531,0.121493459,0.170257494,0.268027663,0.16826579,0.242663547,0.094074346,0.002602312,0.162320897,0.140290976,0.002605036,0.153305903,0.123600714,0.16066204,0.162802309,0.118736967,0.135611534,0.061703447,0.126643315,0.139504179,0.144959405,0.088415556,0.052707162,0.004563025,0.103116848,0.111248769,0.093499385,0.060981315,0.030500621,0.097889967,0.142717332,0.102643676,0.110428974,0.182334349,0.087362751,0.25973621,0.167022333,0.081818685,0.106792167,0.110153876,0.095562629,0.077408843,0.000767925,0.039603207,0.16929464,0.124420509,0.206072643,0.213255465,0.158499777,0.174824148,0.092833646,0.118582845,0.071273126,0.135897636,0.066313557,0.090549767,0.063546613,0.101416737,0.054706857,0.116096012,0.122335263,0.158073366,0.001012103,0.522150338,0.155281112,0.910620391,0.05854531,0.077092484,0.05291706,0.158829898,0.116079509,0.30137518,0.341748685,0.174645171,0.080663264,0.045190357,0.115325734,0.129630879,0.164711505,0.081615113,0.061525457,0.0,0.011169142,0.12275891,0.106104419,0.019558284,0.959163725,0.190259948,0.117489308,0.063629143,0.069560274,0.106230967,0.015471415,0.130170077,0.131584093,0.115488052,0.11556232,0.015169906,0.08564806,0.004821783,0.089312382,0.000296724,0.150136769,0.082864061,0.151011571,0.004441432,0.078589022,0.058556315,0.193200752,0.196149811,0.085914358,0.020772573,0.053262308,0.110362954,0.128032565,0.076918349,0.061807983,0.145432562,0.018724736,0.069238409,0.054550044,0.284979284,0.135352939,0.0,7.43e-06,0.079373054,0.622399151,0.100503407,0.037039399,0.048995525,0.475815415,0.38662836,0.018511258,0.081180453,0.0,0.096068807,0.052746058,0.079315282,0.135655552,0.081098482,0.178868085,0.330579698,0.700010061,1.0,0.032645017,0.064981252,0.000303101,0.042502366,0.161228761,0.006606433,0.031621099,0.096435525,0.0,0.090891123,0.148268849,0.0,0.0,0.020082073,0.026062751,0.00082454,0.005823144,0.09865474,0.059788484,0.045913868,0.08975254,0.071571246,0.194779813,0.063174456,0.088726424,0.088366777,0.067692354,0.182290331,0.027218094,0.103843108,0.03200892,0.101548783,0.0,0.051285807,0.130992621,0.111628406,0.055442195,0.140183687,0.156232968,0.030171053,0.059662212,0.006839359,0.075540923,0.0,0.011786189,0.123245843,0.0,0.0,0.128258139,0.076827742
DLAT,0.0,0.0,0.028772807,0.0,0.0,0.0,0.020505307,0.017563365,0.048626736,0.024611618,0.012793747,0.060773876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164805979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016895285,0.0,0.0,0.03803527,0.062188774,0.068206273,0.213835955,0.080186397,0.065753467,0.023447249,0.04689927,0.045443807,0.0,0.0,0.0,0.0,0.058542963,0.033621166,0.0,0.091014072,0.08613231,0.0,0.106549338,0.049729068,0.073756114,0.581089497,0.0,0.189932972,0.066882044,0.070451505,0.0,0.0,0.0,0.0,0.076421283,0.0,0.365752757,0.069213167,0.038288187,0.0,0.0,0.0,0.077129923,0.0,0.14872551,0.0,0.05564874,0.05452732,0.0,0.047617458,0.0,0.07866174,0.063904315,0.0,0.0,0.032857645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059943546,0.0,0.04163694,0.0,0.0,0.0,0.159635514,0.0,0.0,0.0,0.237576678,0.0,0.0,0.0,0.0,0.070503995,0.060355134,0.077163331,0.029297728,0.019725084,0.0,0.0,0.079098374,0.0,0.0,0.0,0.013311509,0.0,0.044203088,0.0,0.0,0.06477043,0.065572128,0.0,0.0,0.026895024,0.0,0.079024412,0.0,0.046884954,0.056715287,0.0,0.0,0.0,0.0,0.084507443,0.0,0.115449131,0.069203623,0.018825561,0.084781833,0.0,0.0,0.0,0.0,0.0,0.034909606,0.063029841,0.0,0.0,0.0,0.206119627,0.040838823,0.0,0.037720319,0.0,0.0,0.065176055,0.065754659,0.0,0.061551712,0.0,0.029427765,0.067225628,0.0,0.0,0.0,0.0,0.024096241,0.094074123,0.023044014,0.0,0.0,1.0,0.296463221,0.0,0.0,0.0,0.056292962,0.0,0.045220718,0.071380854,0.0,0.0,0.0,0.030851016,0.0,0.0,0.037305154,0.0,0.052647151,0.0,0.951607108,0.0,0.090649016,0.12835741,0.0,0.0,0.0,0.086257577,0.107997641,0.122715704,0.135944888,0.0,0.0,0.100633249,0.090014338,0.0,0.0,0.0,0.0,0.070258237,0.138884455,0.079470597,0.0,0.0,0.057469264,0.0,0.034671005,0.090524942,0.087535284
NR2F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132575974,0.0,0.0,0.0,0.19451794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099058852,0.043385468,0.0,0.0,0.0,0.0,0.512691557,0.0,0.0,0.0,0.895494223,0.052607182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116574511,0.0,1.0,0.055549797,0.0,0.0,0.0,0.0,0.059127852,0.0,0.0,0.0,0.046627421,0.0,0.0,0.0,0.0,0.8132025,0.0,0.0,0.0,0.0,0.0,0.0,0.027187951,0.209798187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030841276,0.038210947,0.0,0.054009344,0.0,0.0,0.0,0.0,0.0,0.0,0.029055752,0.0,0.134960175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065371938,0.058145814,0.0,0.0,0.0,0.0,0.072671585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042746529,0.0,0.045388058,0.266919255,0.0,0.0,0.0,0.0,0.016644599,0.0,0.0,0.0,0.040231042,0.058172069,0.0,0.0,0.0,0.074733697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032409739,0.0,0.087815292,0.0,0.10855715,0.048529357,0.04705805,0.131434634,0.0,0.0,0.0,0.0,0.0,0.0682953,0.0,0.0,0.0,0.0,0.0,0.048232645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056780409,0.0,0.0,0.0,0.0,0.0,0.0,0.106150188,0.03571821,0.041333865,0.05219581,0.0,0.0,0.030293366,0.073986225,0.089592069,0.0,0.0,0.0,0.0609974,0.0,0.0,0.0,0.046655431,0.085228033,0.0,0.172356427,0.064641096,0.091573648
COX5B,0.0,0.0,0.0,0.0,0.070086412,0.077628501,0.068779729,0.071536429,0.152133137,0.108684942,0.016167967,0.115026832,0.124428146,0.050599959,0.075230785,0.0,0.056612998,0.0,0.08842358,0.078412116,0.100240692,0.037547816,0.078191094,0.102815226,0.238410696,0.110493273,0.112411447,0.128007308,0.08857628,0.0,0.0,0.179619804,0.135670617,0.205432072,0.299358189,0.238156185,0.0,0.0,0.189076707,0.170350417,0.171924338,0.214112073,0.077178426,0.092431381,0.193577439,0.104397185,0.109702297,0.123763755,0.338136882,0.209289849,0.109940059,1.0,0.19138065,0.130017906,0.206624225,0.0,0.113280781,0.0,0.133832812,0.097568385,0.085961565,0.093178824,0.0,0.294442207,0.168234006,0.21843867,0.480526328,0.112580888,0.0,0.134558827,0.130392969,0.0,0.06600561,0.098575689,0.0,0.0,0.095733263,0.193215773,0.085518189,0.064013764,0.112933852,0.079526581,0.271965325,0.148650423,0.0,0.0,0.0,0.146932513,0.123104714,0.0,0.0,0.041641343,0.076623872,0.127487585,0.0,0.127854601,0.0,0.108699001,0.202632502,0.104694553,0.0,0.062982351,0.147913694,0.0,0.0,0.0,0.0,0.0,0.146212533,0.0,0.019236773,0.570634902,0.143672824,0.105360284,0.144759163,0.0,0.0,0.0,0.114999369,0.117560506,0.061390344,0.066990152,0.048967101,0.096437842,0.116466127,0.099084705,0.0,0.184763506,0.153191358,0.157230631,0.0,0.088557526,0.109881118,0.069336966,0.188922659,0.0,0.102377206,0.060105089,0.0,0.238611624,0.109693587,0.146614373,0.112505212,0.048164736,0.097293116,0.413109004,0.090274774,0.0,0.067984059,0.078381307,0.219938919,0.016577855,0.0,0.072449975,0.0,0.0,0.063911967,0.0,0.002620073,0.0,0.098484606,0.0,0.415158451,0.0,0.06907174,0.11194998,0.0,0.154530853,0.012599523,0.164315939,0.25585106,0.076322481,0.048551854,0.11223463,0.0,0.107820958,0.078673318,0.097955503,0.135201797,0.10044162,0.0,0.111188471,0.0,0.607565045,0.16414851,0.0,0.0,0.092159458,0.139166728,0.0,0.0,0.131812841,0.0,0.0,0.0,0.078314997,0.147900298,0.115223065,0.138063639,0.168093354,0.414542288,0.164121717,0.161891446,0.059851922,0.092103869,0.0,0.060306016,0.146708146,0.24216868,0.128836468,0.0,0.0,0.132225409,0.123008274,0.218773544,0.0,0.100005612,0.0,0.282078594,0.354398489,0.089527331,0.0,0.0,0.112383984,0.0,0.0,0.141776755,0.252863973
CTSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268024266,0.0,0.0,0.0,0.0,0.0,0.0,0.072245486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339854985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261449188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324748844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304458082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295384973,0.0,0.0,0.0,0.27879414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12339659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423398256
MGST1,0.0,0.0,0.127113625,0.12176922,0.0,0.0,0.0,0.087466054,0.148863837,0.127550438,0.0,0.167402267,0.0,0.0,0.0,0.0,0.095767878,0.050811868,0.061210349,0.064226858,0.0,0.0,0.0,0.078316323,0.109315194,0.0,0.105055079,0.0,0.742684543,0.0,0.0,0.189165339,0.0,0.229646683,0.235967487,0.366443068,0.0,0.0,0.152037084,0.103936099,0.322968334,0.1690467,0.057687659,0.0,0.616705477,0.127897307,0.13131465,0.0,0.0,0.185863614,0.0,0.0,0.174249798,0.231381059,0.342431754,0.0,0.0,0.359158754,0.0,0.139035776,0.0,0.107538432,0.203990936,0.173543215,0.131460458,0.132702142,1.0,0.168173105,0.0,0.057263706,0.171937317,0.172772378,0.114035234,0.142915621,0.109127626,0.059695669,0.12536642,0.044036284,0.070610605,0.116166577,0.098010994,0.0,0.18042928,0.0,0.0,0.09471377,0.144136101,0.171783149,0.122041576,0.543027103,0.0,0.0,0.137866691,0.096072361,0.107530728,0.178534329,0.093328208,0.133447275,0.156340882,0.23828961,0.165732145,0.0,0.257280886,0.0,0.0,0.0,0.0,0.0,0.173645988,0.052983034,0.30792433,0.0,0.160773143,0.098811366,0.135785446,0.164074868,0.0,0.0,0.101615258,0.0,0.029221857,0.0,0.0,0.166079015,0.202783301,0.154452354,0.0,0.0,0.03443433,0.13791807,0.049735278,0.0,0.0,0.197181955,0.112093389,0.0,0.0,0.196154177,0.0,0.030858969,0.0,0.127794534,0.151407585,0.0,0.116275132,0.200535059,0.071115494,0.0,0.0,0.142003462,0.0,0.0,0.0,0.096194409,0.160310656,0.0,0.11740119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080893457,0.38693428,0.127833068,0.0,0.187854931,0.496462613,0.389760643,0.0,0.158023864,0.0,0.131571591,0.064951435,0.092653088,0.0,0.089625664,0.065555252,0.07042817,0.089547291,0.0,0.087879732,0.110932648,0.0,0.125083774,0.0,0.0,0.292507768,0.139857993,0.096207254,0.0,0.0,0.136726499,0.0,0.0,0.368138909,0.151847586,0.239256352,0.0,0.152017817,0.07531523,0.242243305,0.029772101,0.301648498,0.200111106,0.300585419,0.263164878,0.0,0.302477151,0.292694062,0.211763456,0.0,0.0,0.276969135,0.0,0.263987094,0.401682794,0.270269364,0.0,0.220640838,0.204742491,0.0,0.0,0.296535343,0.338648289
HSPD1,0.066714562,0.011107734,0.121232271,0.124324016,0.141024917,0.11029575,0.077089071,0.131473497,0.186127245,0.132957533,0.223486468,0.271500528,0.122277968,0.077751391,0.071719058,0.253579438,0.028734233,0.036577638,0.1443104,0.171782941,0.117431492,0.3623043,0.248247892,0.119017214,0.157117084,0.151929826,0.192198053,0.151670128,0.213095471,0.079227187,0.285079449,0.190147877,0.20959425,0.692584753,0.320009261,0.265223622,0.078452185,0.132721186,0.201841533,0.11453075,0.202993035,0.173607752,0.15999034,0.154194355,0.256401837,0.141628146,0.162771538,0.230472431,0.208558172,0.193294585,0.232066393,0.259111583,0.219114065,0.18922998,0.213562667,0.255236596,0.111035019,0.199379131,0.127418503,0.214183763,0.134195596,0.167935431,0.085971303,0.200871408,0.200345144,0.249352664,0.414932609,0.237685114,0.024984432,0.245169893,0.176581323,0.139597222,0.213485718,0.17136246,0.171541095,0.093157887,0.0380974,0.187505484,0.178517431,0.17420274,0.158782497,0.134695783,0.207258269,0.170745477,0.061861213,0.146745324,0.189194247,0.168020621,0.19874841,0.026753321,0.050175805,0.16237992,0.175145373,0.17121543,0.215810701,0.218105465,0.211163476,0.167226389,0.186281145,0.166436285,0.223879471,0.160906881,0.113574371,0.150081649,0.157062128,0.381184518,0.161189944,0.152408019,0.17456001,0.766017079,0.19799678,0.097093329,0.213111967,0.227729723,0.24040173,0.288239896,0.058116633,0.176156715,0.179080814,0.225283802,0.141850755,0.173974633,0.194186375,0.183609873,0.25705865,0.249668717,0.0,0.297913611,0.258798271,0.212118492,0.049560204,0.268032283,0.194775879,0.259499073,0.2522493,0.195605829,0.213625878,0.149334148,0.071785018,0.100902356,0.134080172,0.210369244,0.208868712,0.118885294,0.142735675,0.180147126,0.267834425,0.212122604,0.147270232,0.178536668,0.165166602,0.143843204,0.036490768,0.163337663,0.196255803,0.050263748,0.174959868,0.053273045,0.097497314,0.190560117,0.016018795,0.142985761,0.067475677,0.1803395,0.09693943,0.217750952,0.111511834,0.346502066,0.152909562,0.587822795,0.308301866,0.591285527,0.343753844,0.135841787,0.011757137,0.170599833,0.251015335,0.174037844,0.11862269,0.149336889,0.144920513,0.123781241,0.044761822,0.070217021,0.391457349,0.161567822,0.120414674,0.286707759,0.232165337,0.027665179,0.118714079,0.0,0.138851076,0.254016399,0.268311203,0.137667969,0.103168257,0.045777839,0.223335326,0.361974508,0.820857704,0.900762022,0.213265866,0.153162405,0.116612524,0.165930614,0.235035837,0.283743829,0.196378082,0.194308683,0.020484643,0.221455544,0.23544395,0.289453268,0.453517556,0.305691063,0.300593138,0.46166876,0.653690636,0.271804214,0.231365606,0.199794114,0.329731077,0.753746212,0.019384257,1.0,0.246355757,0.64049238
